ability_slot,ability_name,ability_text,character_id
ultimate,Ability 3,"Heatstroke  Apply Ability Block to primary target.
Attack primary and adjacent targets for 420% damage + apply Slow and Heal Block.

Prolong all negative effects, excluding Ability Block, Stun, and Trauma, on each target by 2, up to a maximum of 3.
In RAIDS, prolong all negative effects on each target by an additional 1, up to a maximum of 3.

Generate 1 Ability Energy for self and all X-MEN allies.

This attack is Unavoidable and cannot be Blocked or Counterattacked. Level Required: 68  t4 confidence 42.9%",Sunspot
passive,Ability 4,"Solar Burst  For each enemy with Charged, gain +1 Charged, up to a maximum of 10.

Attack all enemies for 600% damage + apply Offense Down for 2 turns and Defense Down for 2 turns.
In RAIDS and CRUCIBLE, apply Disrupted to all enemies.
Clear 1 Charged on each target.

Generate 1 Ability Energy for self and all X-MEN allies. In RAIDS, Generate an additional 1 Ability Energy for self and all X-MEN allies. Level Required: 70  t4 confidence 45.9%",Sunspot
basic,Ability 1,"With the combined powers of Earth's Fantastic Four, Super Skrull packs a punch and camouflages seamlessly into his team, becoming more heroic - or villainous - depending on who is around.",SuperSkrull
special,Ability 2,"Skrull Barrage  If the primary target has Exposed, clear all Barrier on the primary target.

Attack primary target for 400% Piercing + Chain to 3 adjacent targets for 370% Piercing.
Flip 3 positive effects into negative effects on each target.

Gain Defense Up for 2 turns and Safeguard for 2 turns + Barrier self for 10% of this character's Max Health.

If this character spawned with or has 2 or more VILLAIN allies, this attack ignores Defense Up.
If this character spawned with or has 2 or more HERO allies, apply Disrupted for 2 turns to each target.

This attack can Chain to Stealth targets. Counterattack breaks this Chain.
This attack gains +200% Extra Focus and is Unavoidable. Level Required: 65  t4 confidence 91.4%",SuperSkrull
ultimate,Ability 3,"Bending Flames  Attack primary target for 450% damage + apply Exposed.
If this character spawned with or has 2 or more HERO allies, apply Ability Block for 2 turns to the primary target.

Attack primary and adjacent targets for 400% damage + reduce Speed Bar by 20% for each target.
If this character spawned with or has 2 or more VILLAIN allies, reduce Speed Bar for all targets by an additional 40%.

Clear Stealth on all enemies.
Gain the following positive effects:
 > +2 Defense Up, up to a maximum of 5
 > +2 Offense Up, up to a maximum of 5 
 > 3 Deflect
 > Immunity for 2 turns
 > Stealth

This attack gains +500% Extra Focus and cannot be blocked, dodged, or counterattacked. Level Required: 68  t4 confidence 90.2%",SuperSkrull
passive,Ability 4,"Psionic Super Nova  Apply Trauma for 2 turns to the primary target.

Flip Defense Up on all enemies.
Attack all enemies for 700% Piercing + apply Heal Block for 3 turns and Offense Down for 2 turns.

If this character spawned with or has 2 or more VILLAIN allies, this attack deals an additional +300% Piercing.
If this character spawned with or has 2 or more HERO allies, apply Trauma for 2 turns to all enemies.

Barrier self and all allies for 30% of this character's Max Health.

This attack gains +1,000% Extra Focus, is Unavoidable and cannot be blocked or counterattacked. Level Required: 70  t4 confidence 90.1%",SuperSkrull
basic,Ability 1,"Otto Octavius takes over Spider-Man's body and becomes a more brutal and efficient hero, believing himself to be ""superior."" Use his new tech to heal and apply positive status effects on allies.",SuperiorSpiderMan
special,Ability 2,"Spider Bash  Attack primary target for 320% damage.

In RAIDS, generate 1 Ability Energy for self and all SINISTER SIX allies. Level Required: 65  t4 confidence 48.8%",SuperiorSpiderMan
ultimate,Ability 3,"Superior Slinger  Attack primary target for 240% damage + apply Ability Block.
If this character has 4 SINISTER SIX allies, reduce the duration of Taunt by 2 on primary target.

Rebound Chain to 5 adjacent targets for 240% damage + in RAIDS, apply Ability Block.

Flip all negative effects to positive effects on self and all INSIDIOUS SIX allies.
If this character has 2 INSIDIOUS SIX allies, flip all negative effects to positive effects on all SINISTER SIX allies.

Apply Safeguard for 2 turns, Defense Up for 1 turn, and 2 Evade to self, Shocker, Vulture, and all INSIDIOUS SIX allies.
Apply Safeguard to all SINISTER SIX allies.

Heal self and all SINISTER SIX allies for 20% of this character's Max Health.

This attack gains +500% Extra Focus against HERO targets.
This attack cannot be blocked or counterattacked. Level Required: 68  t4 confidence 47.6%",SuperiorSpiderMan
passive,Ability 4,"Arachnid Assault  Attack primary and adjacent targets for 350% damage.

Apply 2 Regeneration for 2 turns and Safeguard for 2 turns to self and all SINISTER SIX allies.

Heal self and all SINISTER SIX allies for 25% of this character's Max Health.

Generate 1 Special Ability Energy for self and all SINISTER SIX allies.
Generate an additional 2 Special Ability Energy for self, Vulture, Shocker, and all INSIDIOUS SIX allies. Level Required: 70  t4 confidence 48.7%",SuperiorSpiderMan
basic,Ability 1,"A deadly member of the Sinister Six, Swarm exists as a sentient hive of killer bees controlled by one evil mind.",Swarm
special,Ability 2,"Bee Ball  Attack primary target for 280% damage + 50% Drain. Rebound Chain to 2 adjacent targets for 240% damage + 50% Drain.
If Charged, lose 1 Charged. If not Charged, attack self for 300% damage.

Counterattack does not break this Chain.

When forced to attack an ally, this character deals less damage to INFESTATION characters. Level Required: 65  t4 confidence 20.5%",Swarm
ultimate,Ability 3,"Bee Scream  Attack primary target for 200% damage + apply Disrupted.
Bonus Attack for 120% damage + apply Defense Down.
Bonus Attack for 120% damage + apply Slow.

If Charged, lose 1 Charged. If not Charged, attack self for 400% damage.

On WAR DEFENSE, if Spider-Man (Big Time) is an ally, this attack will also have the additional effects, without losing an additional Charged, of this character's Ultimate - Bee Gone, targeting the primary target. Level Required: 68  t4 confidence 18.7%",Swarm
passive,Ability 4,"Bee Gone  Attack all enemies for 300% damage + apply 2 Bleed for 2 turns.

If Charged, lose 1 Charged. If not Charged, attack self for 500% damage.

This attack will also have the additional effects, without losing an additional Charged, of this character's Special - Bee Scream, targeting the primary target. Level Required: 70  t4 confidence 20.7%",Swarm
basic,Ability 1,"Armed with the legendary Sword of Fu Xi, Lin Lie's mystical blade cleaves through all foes, leaving few swordsmen able to withstand his formidable skill.",SwordMaster
special,Ability 2,"Star Cutter  Attack primary target for 320% Piercing + apply +1 Defense Down, up to a maximum of 3.

Chain to 2 adjacent targets for 320% Piercing + apply +1 Defense Down, up to a maximum of 3.

Counterattack breaks this Chain. Level Required: 65  t4 confidence 35.6%",SwordMaster
ultimate,Ability 3,"Whirling Assault  If this character has 3 or more IMMORTAL WEAPON or MIGHTY AVENGER allies:
 > Reduce the duration of Immunity and Safeguard by 2 on all enemies.
 > In RAIDS, reduce the duration of all positive effects by 2 on all enemies instead.

Attack all enemies for 300% Piercing + apply +2 Defense Down, up to a maximum of 3, Trauma for 2 turns, and Heal Block for 2 turns.
In RAIDS, apply Stun to enemy with the highest Damage.

This attack cannot be blocked, counterattacked, or dodged. Level Required: 68  t4 confidence 50.1%",SwordMaster
passive,Ability 4,"Omni Slash  Clear all Barrier on all enemies.

Apply Stun to the primary target + apply +3 Defense Down, up to a maximum of 3 + attack primary target for 300% Piercing.

Bonus attack 3 times for 100% Piercing.

In RAIDS, this ability deals double damage.

On Kill, apply Stun to all adjacent targets.

This attack cannot be blocked or dodged. Level Required: 70  t4 confidence 46.9%",SwordMaster
basic,Ability 1,"Fighting the TVA alongside Loki, Sylvie's mind-control abilities turn her enemies against each other while her swift daggers cut them into ribbons.",Sylvie
special,Ability 2,"Slashing Fury  Attack primary target for 300% damage + flip Deflect. Chain to 2 adjacent targets for 300% damage + flip Deflect.
In RAIDS, reduce Speed Bar for primary and secondary targets by 3% + 3% per BIFROST ally.

Counterattack breaks this Chain.
This attack cannot be blocked.

In RAIDS, when this character performs a Counterattack or Assist and has Regeneration, gain +100% Damage on that Counterattack or Assist. Level Required: 65  t4 confidence 39.6%",Sylvie
ultimate,Ability 3,"Variant Vendetta  Attack primary target for 430% damage + apply Offense Down for 2 turns + copy and clear 2 positive effects, except Taunt, + apply Stun.
Chain to 4 adjacent targets for 430% damage + apply Offense Down for 2 turns + copy and clear 2 positive effects.

Counterattack breaks this Chain. Level Required: 68  t4 confidence 40.1%",Sylvie
passive,Ability 4,"Timeless Trickster  Attack all enemies for 500% damage + flip Speed Up + apply Slow.

Reduce Speed Bar for all enemies by 5% + 5% per BIFROST ally.

In RAIDS or DARK DIMENSION:
 > Flip Taunt on all enemies.
 > Reduce Speed Bar for all enemies by 15% + 15% per BIFROST ally instead.

If Loki is an ally, this attack cannot be blocked and gains +25% extra Damage.

This attack cannot be dodged. Level Required: 70  t4 confidence 47.2%",Sylvie
basic,Ability 1,"A master of combat mimicry, Taskmaster uses his skill to steal positive effects from enemies.",Taskmaster
special,Ability 2,"Assist/Counter Info Attack primary target for 224% damage + 17% Piercing.Transfer 2 positive effects, excluding Taunt, from primary target to self.",Taskmaster
ultimate,Ability 3,"Imitating Strike  Attack primary target for 300% damage.

Transfer 3 positive effects, excluding Taunt, from primary target to self. Level Required: 65  t4 confidence 35.4%",Taskmaster
passive,Ability 4,"Adaptive Assault  Attack primary target for 350% damage + apply Stun. This action gains +300% Extra Focus.

Rebound Chain to 3 adjacent targets for 300% damage + apply Offense Down.

Counterattack breaks this Chain.
If this character has 3 or more non-summoned UNDERWORLD allies or 4 or more THUNDERBOLT allies, this attack cannot be counterattacked. Level Required: 68  t4 confidence 30.8%",Taskmaster
basic,Ability 1,A Titan Eternal who delivers crushing blows that drain his foes and taunt his enemies.,Thanos
special,Ability 2,"Power Punch  Attack primary target for 300% damage.

Gain Counter. Level Required: 65  t4 confidence 53.7%",Thanos
ultimate,Ability 3,"Brutal Assault  Attack primary target for 350% damage + apply Offense Down.

Gain Taunt for 2 turns. Level Required: 68  t4 confidence 42.2%",Thanos
passive,Ability 4,"Energy Bomb  Attack all targets for 350% damage + 100% Drain.

This attack cannot miss. Level Required: 70  t4 confidence 45.2%",Thanos
basic,Ability 1,"When the Avengers' Time Heist went awry, Thanos was shown a future of his purpose fulfilled. Armed with that knowledge, he stepped into the future to ensure his inevitable destiny.",ThanosEndgame
special,Ability 2,"Balanced Strikes  Attack primary target for 300% damage + apply Heal Block for 2 turns and 2 Bleed for 1 turn + reduce Speed Bar by 5%.

Repeat this attack once. Level Required: 65  t4 confidence 65.5%",ThanosEndgame
ultimate,Ability 3,"Unavoidable Future  Barrier self and all allies for 15% of this character's Max Health.

Copy all negative effects on this character and each ally to primary target.

Attack primary target for 350% damage + apply Exposed, Trauma for 2 turns, and Stun for 2 turns.

Chain to 5 adjacent enemies for 300% damage + apply Offense Down for 2 turns.

Counterattack breaks this Chain. Level Required: 68  t4 confidence 69.4%",ThanosEndgame
passive,Ability 4,"Inevitable Culling  Clear all negative effects on self + gain Offense Up.

Attack all enemies for 270% Piercing + reduce the duration of all positive effects on each enemy by 2 + apply Defense Down for 2 turns and Heal Block for 2 turns (Any positive effect that has a duration of 0 expires instantly, including Safeguard).

This attack ignores Defense Up. Level Required: 70  t4 confidence 69.6%",ThanosEndgame
basic,Ability 1,"Parker Robbins dons a demonic cloak and boots, becoming The Hood, whose magical bullets prevent his heroic enemies from using their abilities and gaining positive status effects.",TheHood
special,Ability 2,"Hellish Munitions  Attack primary target for 50% Piercing.
Bonus Attack 5 times for 50% Piercing.

In CRUCIBLE, this attack cannot be blocked. Level Required: 65  t4 confidence 29.3%",TheHood
ultimate,Ability 3,"Ballistic Rain  Attack primary target for 250% damage + apply Ability Block.
Attack all adjacent targets for 200% damage.

If the primary target does not have Ability Block, Bonus Attack primary target for 250% damage.

In CRUCIBLE, this attack cannot be dodged or blocked. Level Required: 68  t4 confidence 32.2%",TheHood
